code,review
"@@ -154,6 +154,9 @@ type Config struct { // for testing ingesterClientFactory ring_client.PoolFactory `yaml:-` + + // when true the distributor does not validate labels at ingest time + SkipLabelValidation bool `yaml:-` } // RegisterFlags adds the flags required to config this to the given FlagSet ",Would you mind adding something like Cortex doesn't directly use it (and should never use it) but this feature is used by other projects built on top of it..
"@@ -62,7 +62,7 @@ bool bitmapNonEmpty(const OpenDDS::RTPS::SequenceNumberSet& snSet) } for (int bit = 31; bit >= 0; --bit) { if ((snSet.bitmap[i] & (1 << bit)) - && snSet.numBits >= i * 32 + (31 - bit)) { + && snSet.numBits > i * 32 + (31 - bit)) { return true; } } ",This should probably just create a mask and do a single comparison rather than loop over individual bits.
"@@ -84,11 +84,14 @@ def find(f: Callable[[T], bool], seq: Sequence[T]) -> T: return None -class ASTConverter(typed_ast.NodeTransformer): - def __init__(self): - self.in_class = False +class ASTConverter(ast35.NodeTransformer): + def __init__(self, pyversion, custom_typing_module = None): + self.class_nesting = 0 self.imports = [] + self.pyversion = pyversion + self.custom_typing_module = custom_typing_module + def generic_visit(self, node): raise RuntimeError('AST node not implemented: ' + str(type(node))) ",Why no type annotations here?
"@@ -131,7 +131,14 @@ namespace System.Text.Json.Serialization // For performance, only perform validation on internal converters on debug builds. if (IsInternalConverter) { - value = Read(ref reader, typeToConvert, options); + if (IsInternalConverterForNumberType && state.Current.NumberHandling != null) + { + value = ReadNumberWithCustomHandling(ref reader, state.Current.NumberHandling.Value); + } + else + { + value = Read(ref reader, typeToConvert, options); + } } else #endif ","What type is `NumberHandling`? Isn't it an enum value, how can it be null?"
"@@ -348,7 +348,8 @@ func (data *resourceRowData) ColorizedColumns() []string { func (data *resourceRowData) getInfoColumn() string { step := data.step - if step.Op == deploy.OpCreateReplacement || step.Op == deploy.OpDeleteReplaced { + switch step.Op { + case deploy.OpCreateReplacement, deploy.OpDeleteReplaced: // if we're doing a replacement, see if we can find a replace step that contains useful // information to display. for _, outputStep := range data.outputSteps { ",I assume that there's some hidden invariant here that `data.outputSteps[0]` is correct. Should we be asserting something about `step.Op` at this point? Would it make more sense to write the above as a range like we have for Create/Replace?
"@@ -138,7 +138,8 @@ module Engine end when :place_token - ability(entity).hexes.include?(hex.id) + ability(entity).hexes.include?(hex.id) && + hex.tile.cities.any? { |c| c.tokenable?(entity.owner, free: true) } when :lay_tile @game.hex_by_id(hex.id).neighbors.keys if hex == @destination end ","so one thing to note is that avialble_hex should return an array of edges, what you have now is a boolean which is hacky and sort of works, but is not consistent with how this method is used elsewhere"
"@@ -248,7 +248,7 @@ </dependency> <%_ } _%> <%_ } _%> -<%_ if (applicationType === 'gateway' && authenticationType === 'uaa') { _%> +<%_ if (applicationType === 'gateway') { _%> <dependency> <groupId>org.apache.httpcomponents</groupId> <artifactId>httpclient</artifactId> ",Remove the entire condition.
"@@ -109,7 +109,7 @@ class Storage end def promotable_blobs - mirrorable_blobs + mirrorable_blobs.where(created_at: (..7.days.ago)) end def secondary_blobs ",TIL! Assume this is shorthand for `Time.zone.now..7.days.ago`?
"@@ -423,6 +423,7 @@ ActiveRecord::Schema.define(version: 2020_04_08_213043) do t.boolean allow_prompt_login, default: false t.boolean signed_response_message_requested, default: false t.integer ial2_quota + t.boolean liveness_checking_enabled t.index [issuer], name: index_service_providers_on_issuer, unique: true end ","One thought, just an idea, not a requirement, what if we called this `liveness_checking_required` ? or `requires_liveness_checking` so it's slightly different than the global feature flag we have? I feel like having separate names would make it easier to debug"
"@@ -96,9 +96,7 @@ class Jetpack_Modules_List_Table extends WP_List_Table { <# var i = 0; if ( data.items.length ) { _.each( data.items, function( item, key, list ) { - if ( item === undefined ) return; - if ( 'minileven' == item.module && ! item.activated ) return; - if ( 'manage' == item.module && item.activated ) return; #> + if ( item === undefined ) return; #> <tr class=jetpack-module <# if ( ++i % 2 ) { #> alternate<# } #><# if ( item.activated ) { #> active<# } #><# if ( ! item.available ) { #> unavailable<# } #> id={{{ item.module }}}> <th scope=row class=check-column> <# if ( 'videopress' !== item.module ) { #> ",I took the opportunity to delete this reference to the Manage module.
"@@ -34,11 +34,7 @@ namespace Dnn.Modules.ResourceManager.Components search = (search ?? string.Empty).Trim(); - // Lucene does not support wildcards as the beginning of the search - // For file names we can remove any existing wildcard at the beginning - var cleanedKeywords = TrimStartWildCards(search); - - var files = FolderManager.Instance.SearchFiles(folder, cleanedKeywords, recursive); + var files = FolderManager.Instance.SearchFiles(folder, search, recursive); var sortProperties = SortProperties.Parse(sorting); var sortedFiles = SortFiles(files, sortProperties).ToList(); totalCount = sortedFiles.Count; ",Did something change with Lucene's support for wildcards? What's the behavior if you search with a wildcard at the beginning of your search?
"@@ -923,7 +923,7 @@ func (c *Container) cleanup() error { // Clean up network namespace, if present if err := c.cleanupNetwork(); err != nil { - lastError = nil + lastError = err } if err := c.cleanupCgroups(); err != nil { ","This had been non-fatal since #302, but I don't see any discussion there about why it was non-fatal then."
"@@ -18,6 +18,7 @@ use Automattic\Jetpack\Terms_Of_Service; use Automattic\Jetpack\Tracking; use Automattic\Jetpack\Plugin\Tracking as Plugin_Tracking; use Automattic\Jetpack\Redirect; +use Automattic\Jetpack\Jetpack_User_Agent_Info; /* Options: ","I think the `Jetpack_User_Agent_Info` should become part of the `jetpack-devices` package, and could more be renamed `Automattic\Jetpack\Device\User_Agent_Info`"
